Timestamp,Country.,Pin Code,Gender,Influencing Factors,Higher Education Aspiration,Work for 3+ Years?,Work for Unclear Mission?,Work for Inconsistent Mission?,Work for Non-Social Impact?,Preferred Working Environment?,Preferred Employers?,Which type of learning environment that you are most likely to work in ?,Which of the below careers looks close to your Aspirational job ?,Ideal Manager Type ?,Preferred Work Setup ?,Minimum Salary Expectation (First 3 Years),Expected Monthly Salary (After 5 Years)
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Entrepreneur or Start Up,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
04-09-2023 09:12,India,441906,M,Social Media,No,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work alone,16k to 20k,50k to 70k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Build and develop a Team,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:22,India,477001,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",3,Daily Office Environment,Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 5 to 6 people in my team,>50k,131k to 150k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Build and develop a Team,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Build and develop a Team,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Instructor or Expert Learning Programs,Design and Develop amazing software,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Design and Creative strategy in any company,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Manage and drive End-to-End Projects or Products,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Build and develop a Team,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 18:51,India,382007,M,Influencers,Yes,Will Stay 3+ years,N,"No, Won't Work",10,Daily Office Environment,Learning-Friendly Employer,Learning by observing others,Design and Develop amazing software,Manager with Clear Expectations,"Work with 5 to 6 people in my team, Work with 7 to 10 or more people in my team, Work with more than 10 people in my team",31k to 40k,71k to 90k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Self Paced Learning Portals of the Company,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Learning by observing others,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Work as a freelancer and do my thing my way,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
05-09-2023 21:00,India,400078,F,Parents,No,Will Stay 3+ years,N,Will Work,6,"Hybrid, >15 Days in Office",Learning-Friendly Employer,Trial and error by doing side projects within the company,Become a content Creator in some platform,Manager Who Guides and Sets Goals,Alone or with 2-3 People,26k to 30k,50k to 70k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Develop amazing software,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 17:23,India,211019,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",10,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,41k to 50k,91k to 110k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Self Paced Learning Portals of the Company,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Manager Teaching you,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Manager Teaching you,Business Operations in any organization,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Manager Teaching you,Manage and drive End-to-End Projects or Products,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 19:05,India,561203,F,Acquiantanace,Yes,Will Stay 3+ years,N,"No, Won't Work",1,"Fully Remote, No Office Visits",Growth-Oriented Rewarding Employer,Manager Teaching you,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,31k to 40k,131k to 150k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Business Operations in any organization,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Instructor or Expert Learning Programs,Work as a freelancer and do my thing my way,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Design and Creative strategy in any company,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Business Operations in any organization,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Look deeply into Data and generate insights,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Learning by observing others,Work as a freelancer and do my thing my way,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Design and Creative strategy in any company,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Business Operations in any organization,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Look deeply into Data and generate insights,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
06-09-2023 22:50,India,422001,F,Influencers,No,Will Stay 3+ years,N,"No, Won't Work",7,"Fully Remote, Travel as Needed",Growth-Oriented Rewarding Employer,Trial and error by doing side projects within the company,Work as a freelancer and do my thing my way,Target-Setting Manager,"Work alone, Work with 7 to 10 or more people in my team",31k to 40k,50k to 70k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Instructor or Expert Learning Programs,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,Look deeply into Data and generate insights,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Learning by observing others,An Artificial Intelligence Specialist / Talking to Robots,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Design and Creative strategy in any company,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
07-09-2023 17:16,India,685515,M,World Leaders,Yes,Will Stay 3+ years,N,"No, Won't Work",6,"Hybrid, >15 Days in Office",Employer Supporting and Rewarding Learning,Self Purchased Course from External Platforms,Teaching in any of the institutes/colleges/online or offline,Manager Who Guides and Sets Goals,Work with 2 to 3 people in my team,26k to 30k,91k to 110k
